type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters,name
MOVIE,2011,114,5.3,4557.0,7.05,5.3,CA,1,drama,137,exit humanity
MOVIE,2012,102,7.4,4338.0,6.265,6.8,CA,1,drama,137,still mine
MOVIE,2011,45,6.6,48.0,0.6,6.0,US,1,music,103,the story of the bee gees
MOVIE,2011,42,3.6,155.0,7.264,4.3,US,1,horror,21,zombie warz: falls the shadow
MOVIE,2011,139,7.1,52338.0,7.283,7.0,DE,2,action,66,don 2
MOVIE,2012,94,5.6,2205.0,5.505,5.4,US,1,action,43,the philly kid
SHOW,2012,23,6.5,387.0,6.649,7.9,JP,1,action,34,brave 10
MOVIE,2012,90,6.5,2456.0,4.534,6.3,US,2,fantasy,39,naughty or nice
MOVIE,2011,93,8.0,736.0,3.498,7.3,US,1,documentation,95,vito
MOVIE,2012,80,7.0,1401.0,3.463,6.2,US,1,comedy,10,jeff dunham: minding the monsters
MOVIE,2011,90,7.4,2272.0,3.707,6.3,US,1,comedy,10,jeff dunham: controlled chaos
MOVIE,2011,80,4.6,1259.0,3.802,5.1,AU,1,thriller,141,crawl
MOVIE,2012,100,6.5,1285.0,3.159,6.2,FR,1,drama,30,paris by night
MOVIE,2012,50,7.1,120.0,1.169,7.5,US,1,documentation,95,idaho: the movie
MOVIE,2011,113,6.2,1511.0,3.465,6.1,US,1,action,43,17 miracles
MOVIE,2012,105,5.5,3858.0,8.116,5.2,FR,3,comedy,183,houba! on the trail of the marsupilami
MOVIE,2012,149,7.3,41752.0,9.306,6.8,IN,1,thriller,57,talaash
MOVIE,2011,87,5.3,428.0,3.183,4.7,US,1,thriller,5,justice for natalee holloway
MOVIE,2012,101,3.1,3484.0,9.988,4.3,GB,1,horror,20,u.f.o.
MOVIE,2012,91,4.2,1146.0,4.627,5.4,CA,1,fantasy,124,vampire dog
MOVIE,2012,76,6.1,4434.0,6.604,5.8,NO,1,action,-1,escape
MOVIE,2011,85,6.8,510.0,1.321,6.2,GB,1,drama,69,hattie
MOVIE,2012,98,5.4,6276.0,13.413,6.0,US,1,drama,0,el gringo
SHOW,2011,13,4.4,475.0,4.01,5.3,CA,1,comedy,67,scaredy squirrel
MOVIE,2011,81,4.3,151.0,2.005,4.3,US,1,comedy,10,national lampoon's snatched
MOVIE,2012,115,6.7,2453.0,4.562,6.5,US,1,romance,7,the falls
SHOW,2011,17,4.9,218.0,9.064,6.5,CA,1,action,129,mike the knight
MOVIE,2011,89,5.2,510.0,4.785,6.1,CA,1,crime,90,wandering eye
SHOW,2011,12,7.6,103.0,3.255,7.5,ES,2,animation,224,jelly jamm
MOVIE,2012,97,4.4,117.0,0.944,4.5,US,1,horror,21,requiem for the damned
MOVIE,2011,87,4.9,2484.0,5.088,5.7,US,1,drama,0,knockout
MOVIE,2011,108,6.7,7.0,6.862,6.4,US,1,drama,0,memorial day
MOVIE,2011,78,7.1,707.0,1.825,6.7,GB,1,documentation,52,the flaw
MOVIE,2012,60,4.8,124.0,2.026,5.7,US,1,fantasy,39,the cat in the hat knows a lot about christmas!
MOVIE,2011,88,7.1,481.0,1.2,6.4,US,1,family,75,make believe
MOVIE,2012,82,5.2,1296.0,3.862,4.9,US,1,comedy,10,a christmas wedding date
MOVIE,2012,94,5.7,4035.0,8.324,5.5,US,1,war,12,saints and soldiers: airborne creed
MOVIE,2012,120,5.8,547.0,3.231,5.1,GB,1,drama,69,doors open
MOVIE,2011,149,7.7,14753.0,5.201,6.6,IN,1,thriller,57,mankatha
MOVIE,2011,88,4.0,401.0,2.833,4.8,US,1,comedy,10,the dog who saved halloween
MOVIE,2011,87,5.8,646.0,6.193,5.7,FR,1,drama,30,titeuf
SHOW,2011,14,4.3,168.0,7.235,6.0,AU,1,animation,-1,bananas in pyjamas
SHOW,2011,59,7.4,214.0,3.417,7.0,GB,1,reality,62,world's most dangerous roads
MOVIE,2012,82,6.3,864.0,2.45,6.9,US,1,comedy,10,the perfect wedding
MOVIE,2011,59,7.2,225.0,0.6,4.7,US,1,documentation,95,my name was bette: the life and death of an alcoholic
MOVIE,2012,94,4.9,2099.0,7.776,5.7,US,1,western,9,dawn rider
MOVIE,2012,93,6.3,1227.0,3.516,6.6,CA,1,comedy,61,picture day
SHOW,2011,22,8.2,377.0,2.943,9.0,CA,1,action,129,detentionaire
MOVIE,2011,90,4.8,328.0,2.538,5.5,CA,1,thriller,197,no surrender
MOVIE,2011,88,5.7,997.0,2.451,4.6,US,1,drama,0,hide away
MOVIE,2012,95,6.6,289.0,2.458,7.4,US,1,documentation,95,16 acres
MOVIE,2012,83,6.9,718.0,2.428,6.1,US,1,documentation,95,can't stand losing you: surviving the police
SHOW,2011,23,4.3,759.0,2.936,3.0,CA,1,comedy,67,crash canyon
MOVIE,2011,170,6.6,1738.0,1.923,6.2,IN,1,horror,106,muni 2: kanchana
MOVIE,2011,61,7.1,155.0,1.515,10.0,US,1,comedy,10,alonzo bodden: who's paying attention
MOVIE,2012,91,5.0,233.0,4.231,4.8,US,1,scifi,36,gila!
MOVIE,2011,94,4.7,931.0,4.563,4.9,AU,2,fantasy,-1,the dragon pearl
MOVIE,2011,135,5.2,2316.0,3.996,5.1,IN,1,thriller,57,game
MOVIE,2011,90,6.2,263.0,1.909,6.2,GB,1,drama,69,stolen
SHOW,2011,44,6.4,496.0,1.193,8.0,US,1,reality,32,american guns
SHOW,2011,48,7.1,108.0,2.205,7.2,JP,1,romance,-1,99 days with the superstar
MOVIE,2012,82,6.4,226.0,0.775,5.7,CA,1,documentation,18,payback
SHOW,2012,32,6.4,600.0,3.321,6.3,GB,1,comedy,3,dead boss
MOVIE,2012,72,7.2,114.0,1.219,5.2,US,1,documentation,95,welcome to kutsher's: the last catskills resort
MOVIE,2011,99,5.1,622.0,2.594,4.0,TH,1,action,297,this girl is bad ass
MOVIE,2012,88,5.4,744.0,4.092,6.2,KR,1,scifi,202,speckles: the tarbosaurus
MOVIE,2011,140,6.0,9742.0,5.258,6.1,IN,1,drama,13,ladies vs ricky bahl
MOVIE,2012,111,7.0,483.0,2.124,7.0,AU,1,drama,127,beaconsfield
MOVIE,2012,72,3.6,142.0,1.953,3.3,US,1,horror,21,return to blood fart lake
MOVIE,2011,139,5.9,9275.0,5.594,6.2,IN,1,drama,13,mere brother ki dulhan
MOVIE,2011,60,7.2,200.0,2.248,7.2,XX,1,documentation,295,story of queen: mercury rising
MOVIE,2012,70,7.4,1346.0,2.015,6.9,US,1,documentation,95,"park avenue: money, power & the american dream"
MOVIE,2012,132,6.5,7675.0,6.186,6.5,IN,1,drama,13,ishaqzaade
MOVIE,2011,93,6.5,1997.0,4.421,5.5,GB,1,romance,259,forget me not
MOVIE,2011,110,6.2,1246.0,3.066,6.2,GB,1,comedy,4,hunky dory
MOVIE,2012,90,6.5,4003.0,6.493,6.1,US,2,comedy,10,a bride for christmas
MOVIE,2011,94,4.8,1823.0,5.359,4.8,US,1,thriller,5,the speed of thought
MOVIE,2012,55,6.5,377.0,1.826,7.0,US,1,documentation,95,koch brothers exposed
MOVIE,2012,90,6.5,87.0,2.808,10.0,GB,1,documentation,52,queen elizabeth ii: the diamond celebration
MOVIE,2011,107,5.9,362.0,1.199,4.8,IE,1,drama,47,sensation
MOVIE,2012,80,5.3,385.0,1.862,5.9,US,1,drama,0,come morning
MOVIE,2012,90,6.6,1174.0,5.341,5.8,GB,1,drama,69,we'll take manhattan
MOVIE,2011,45,7.7,67.0,1.4,9.0,US,1,documentation,95,desert seas
MOVIE,2012,98,6.9,669.0,1.242,6.4,MX,1,history,-1,made in mexico
MOVIE,2011,19,5.1,72.0,0.6,6.0,GB,1,drama,69,is this a joke?
MOVIE,2012,78,4.5,193.0,0.999,4.6,US,1,horror,21,the woodsman
MOVIE,2012,116,7.1,110.0,4.832,5.0,AF,2,drama,-1,the black tulip
MOVIE,2011,57,7.2,490.0,1.546,6.1,US,1,comedy,10,tom papa: live in new york city
MOVIE,2011,90,5.4,3060.0,5.598,5.3,US,1,thriller,5,alyce kills
MOVIE,2012,102,5.8,315.0,1.905,5.0,US,1,drama,0,musical chairs
MOVIE,2012,90,6.2,387.0,2.701,5.7,AU,2,crime,68,dripping in chocolate
MOVIE,2012,58,6.8,259.0,1.838,7.8,US,1,comedy,10,d.l. hughley: reset
MOVIE,2011,91,6.4,1175.0,2.832,6.0,US,1,drama,0,the wise kids
MOVIE,2012,60,7.0,562.0,3.807,6.7,US,1,comedy,10,jim norton: please be offended
MOVIE,2012,103,6.4,610.0,2.959,6.5,US,1,drama,0,little red wagon
MOVIE,2012,95,5.2,635.0,2.322,5.4,NG,2,drama,163,black november
MOVIE,2012,96,7.3,673.0,4.129,5.5,US,1,drama,0,waiting for lightning
MOVIE,2012,80,3.4,105.0,1.434,3.5,ES,1,thriller,222,psychophony
MOVIE,2011,90,7.6,387.0,2.16,7.8,US,1,documentation,95,family band: the cowsills story
MOVIE,2011,134,6.1,818.0,1.62,5.4,IN,1,romance,17,180
MOVIE,2012,105,3.6,212.0,2.993,4.5,US,1,action,43,because i love you
MOVIE,2012,61,6.7,253.0,3.875,5.4,US,1,animation,72,thomas & friends: blue mountain mystery - the movie
MOVIE,2012,91,2.6,427.0,2.363,2.4,US,1,comedy,10,american virgins
MOVIE,2012,90,4.7,530.0,1.694,5.9,CA,1,thriller,197,look again
MOVIE,2012,95,6.1,118.0,1.17,6.7,US,1,comedy,10,the unbookables
MOVIE,2012,104,5.2,700.0,2.227,5.5,XX,1,comedy,159,tita rahiba
SHOW,2011,21,5.3,232.0,10.775,8.5,FR,3,animation,51,redakai conquer the kairu
MOVIE,2012,72,6.7,43.0,0.6,5.8,US,1,drama,0,open five 2
MOVIE,2011,57,6.1,109.0,0.6,5.0,GB,1,documentation,52,jamie: drag queen at 16
MOVIE,2012,57,6.3,176.0,0.924,6.2,US,1,comedy,10,"kevin nealon: whelmed, but not overly"
MOVIE,2012,88,4.4,5987.0,8.655,5.1,US,1,action,43,dragon eyes
MOVIE,2012,104,6.5,408.0,1.048,7.1,HK,1,drama,73,floating city
MOVIE,2011,89,4.4,528.0,3.583,4.8,US,1,western,9,yellow rock
MOVIE,2011,98,4.9,994.0,3.808,5.2,US,1,thriller,5,little murder
MOVIE,2012,100,5.2,243.0,1.464,6.8,US,1,drama,0,not that funny
SHOW,2012,11,5.1,26.0,0.6,4.0,KR,1,animation,93,부릉! 부릉! 브루미즈
MOVIE,2012,60,7.0,101.0,0.899,7.5,US,1,comedy,10,snoop dogg presents the bad girls of comedy
MOVIE,2012,95,4.7,2749.0,4.49,5.5,US,1,thriller,5,stash house
MOVIE,2011,83,3.7,1611.0,3.906,4.0,GB,1,horror,20,the hike
MOVIE,2012,95,7.7,546.0,0.7,7.7,US,1,horror,21,"rifftrax live: ""manos"" the hands of fate"
MOVIE,2011,100,5.9,837.0,1.801,5.3,US,1,drama,0,what happens next
MOVIE,2012,109,6.1,406.0,3.0,7.4,CA,2,documentation,18,the end of time
SHOW,2012,21,7.0,152.0,5.897,10.0,CA,1,reality,185,the liquidator
MOVIE,2012,93,5.3,217.0,0.002363,8.0,US,1,action,43,alcatraz prison escape: deathbed confession
MOVIE,2012,70,2.9,127.0,1.4,8.5,US,1,horror,21,treasure chest of horrors
MOVIE,2012,105,6.2,3355.0,4.686,6.3,CN,2,comedy,195,lost in thailand
MOVIE,2011,115,6.3,136.0,1.356,6.5,US,1,documentation,95,rejoice and shout
MOVIE,2012,90,6.6,235.0,1.34,6.7,GB,1,drama,69,loving miss hatto
MOVIE,2012,109,6.3,86.0,0.806,5.0,FR,5,fantasy,233,waiting for the sea
MOVIE,2011,106,6.9,3956.0,1.371,6.8,IN,1,comedy,58,mujhse fraaandship karoge
MOVIE,2012,52,7.3,170.0,0.736,7.0,US,1,documentation,95,josh blue: sticky change
MOVIE,2012,90,4.9,385.0,1.291,10.0,US,1,drama,0,streets
MOVIE,2011,162,8.2,5765.0,4.792,7.3,IN,1,drama,13,deiva thirumagal
MOVIE,2011,106,4.8,1529.0,2.969,4.9,IN,1,comedy,58,luv ka the end
MOVIE,2012,96,4.5,6022.0,7.585,4.8,US,1,horror,21,beneath the darkness
MOVIE,2011,90,5.1,357.0,3.08,5.0,CA,1,thriller,197,exposed
MOVIE,2011,97,5.4,359.0,1.216,6.0,HK,2,comedy,115,treasure inn
MOVIE,2011,90,5.5,460.0,4.945,5.7,FR,1,comedy,183,monsieur papa
MOVIE,2012,90,4.8,470.0,4.197,4.6,US,1,western,9,ambush at dark canyon
MOVIE,2011,88,4.9,781.0,5.877,5.2,FR,1,comedy,183,the marquis
MOVIE,2011,95,4.1,368.0,2.15,4.5,US,1,drama,0,american animal
MOVIE,2011,121,6.7,1785.0,5.688,6.5,HK,1,drama,73,overheard 2
SHOW,2012,23,2.6,171.0,1.4,6.0,CA,1,comedy,67,oh no! it's an alien invasion
MOVIE,2012,92,4.7,337.0,3.215,6.0,US,1,horror,21,collapse
MOVIE,2012,109,5.0,451.0,1.57,5.6,US,1,western,9,heathens and thieves
MOVIE,2012,87,5.4,698.0,1.495,5.5,US,1,thriller,5,last hours in suburbia
MOVIE,2012,76,5.1,163.0,2.213,6.0,US,1,drama,0,a haunting on potter street: the potter street station
MOVIE,2012,127,7.1,1407.0,1.424,5.5,IN,1,romance,17,kadhalil sodhappuvadhu yeppadi
MOVIE,2012,104,6.4,84.0,0.752,4.7,XX,1,thriller,-1,the lithium conspiracy
MOVIE,2012,74,5.6,30.0,0.992,0.8,US,1,comedy,10,girls like us
MOVIE,2011,95,6.2,298.0,0.672,5.8,BR,1,drama,153,my country
MOVIE,2012,97,6.7,147.0,2.087,9.8,US,1,drama,0,the lies we tell but the secrets we keep part 2
MOVIE,2012,90,5.6,610.0,5.546,4.4,US,1,romance,7,lake effects
MOVIE,2012,81,4.0,526.0,1.921,4.8,US,1,comedy,10,last call
MOVIE,2011,90,6.1,371.0,2.958,5.6,TH,1,thriller,291,at the gate of the ghost
MOVIE,2011,157,3.6,742.0,1.228,4.4,IN,1,action,29,osthe
MOVIE,2012,90,5.8,2159.0,7.65,5.8,US,2,thriller,5,a mother's nightmare
MOVIE,2012,138,7.3,619.0,1.577,7.1,IN,1,romance,17,saattai
MOVIE,2011,105,6.6,51.0,0.993,1.0,US,1,drama,0,a mother's love
MOVIE,2011,54,6.2,130.0,0.977,6.0,CA,1,documentation,18,facebook follies
MOVIE,2012,87,5.8,142.0,1.377,4.6,MX,1,drama,154,a secret world
MOVIE,2011,90,6.4,2794.0,5.164,6.4,CA,1,romance,208,dear santa
MOVIE,2011,100,5.8,48.0,3.487,4.3,US,1,romance,7,finding me: truth
MOVIE,2012,90,5.2,632.0,3.722,5.9,CA,2,thriller,197,teenage bank heist
MOVIE,2012,133,2.8,62.0,0.919,3.0,XX,1,romance,-1,ishtam
MOVIE,2011,52,6.2,145.0,0.6,6.3,US,1,comedy,10,"debra digiovanni: single, awkward, female"
MOVIE,2011,79,8.1,40.0,0.884,7.0,CA,1,documentation,18,the hole story
MOVIE,2012,125,5.7,384.0,1.4,5.4,IN,1,drama,13,marina
MOVIE,2012,79,6.1,109.0,0.669,9.0,AU,1,fantasy,-1,the custodian
MOVIE,2012,90,3.4,41.0,0.6,7.5,US,1,western,9,hell's fury: wanted dead or alive
MOVIE,2012,54,7.9,118.0,1.793,5.8,US,1,music,103,jake shimabukuro: life on four strings
MOVIE,2011,150,6.0,304.0,1.523,6.3,IN,1,drama,13,shatru
MOVIE,2011,82,7.6,547.0,2.384,7.5,US,1,comedy,10,eddie griffin: you can tell 'em i said it
MOVIE,2011,150,6.9,1017.0,2.411,6.0,IN,1,fantasy,109,sri rama rajyam
MOVIE,2012,90,6.9,118.0,0.654,8.5,IN,1,drama,13,aarohanam
MOVIE,2012,140,6.9,672.0,2.955,6.5,IN,1,drama,13,sundarapandian
MOVIE,2012,91,4.4,286.0,1.71,5.2,US,1,drama,0,one hit from home
MOVIE,2011,145,5.5,150.0,0.6,1.0,IN,1,comedy,58,hello memsaheb
MOVIE,2012,104,5.9,276.0,2.131,5.3,US,1,documentation,95,they come to america
MOVIE,2012,57,6.7,59.0,0.6,4.8,US,1,history,175,the black kung fu experience
SHOW,2012,42,7.6,148.0,1.479,6.3,GB,2,action,71,richard hammond's crash course
MOVIE,2012,115,8.3,2258.0,1.036,7.2,IN,1,drama,13,vazhakku enn 18/9
MOVIE,2012,56,5.8,57.0,0.6,4.0,US,1,comedy,10,"tom rhodes: light, sweet, crude"
MOVIE,2011,77,1.5,144.0,1.016,1.0,CA,1,western,-1,hell at my heels
MOVIE,2012,30,7.1,55.0,0.947,8.3,US,1,documentation,95,vitality
MOVIE,2012,153,3.2,182.0,1.408,3.6,IN,1,action,29,simhasanam
MOVIE,2012,150,5.1,18.0,0.971,2.0,IN,1,romance,17,18 vayasu
MOVIE,2011,92,3.4,177.0,2.639,4.0,US,1,thriller,5,fist 2 fist
MOVIE,2012,78,6.1,210.0,1.121,7.7,US,1,comedy,10,bryan callen: man class
MOVIE,2011,52,5.6,118.0,0.6,5.3,US,2,documentation,95,grinders
MOVIE,2012,157,5.2,266.0,0.909,1.5,IN,1,romance,17,khokababu
MOVIE,2011,87,5.3,145.0,1.178,9.0,CA,1,comedy,61,moon point
MOVIE,2011,80,5.0,361.0,2.967,3.3,US,1,thriller,5,the key man
MOVIE,2012,85,5.4,29.0,0.6,5.0,US,1,drama,0,win by fall
MOVIE,2012,90,5.3,61.0,0.6,4.0,GB,1,horror,20,jacob's hammer
MOVIE,2011,100,4.4,88.0,2.042,5.0,US,1,comedy,10,nick cannon mr. showbiz
MOVIE,2011,71,1.5,154.0,1.135,1.5,RU,1,animation,-1,little bite in the big city
MOVIE,2011,160,6.3,206.0,0.976,8.0,IN,1,drama,13,"fighter, marbo noy morbo"
MOVIE,2012,85,5.2,465.0,0.755,2.0,US,1,drama,0,this is who i am
MOVIE,2012,94,6.0,59.0,0.6,7.5,IN,1,music,151,aayna ka bayna
SHOW,2011,80,8.3,61.0,0.6,8.0,FR,1,documentation,102,the terror routes
SHOW,2013,45,8.5,508388.0,344.245,8.1,CA,1,action,129,vikings
SHOW,2014,56,8.2,102055.0,64.722,7.5,US,1,action,38,black sails
SHOW,2013,48,8.4,96213.0,49.475,7.9,US,1,crime,64,the americans
SHOW,2013,61,8.1,101747.0,38.847,7.7,IE,1,crime,-1,the fall
SHOW,2013,25,8.9,25396.0,10.796,8.0,US,1,comedy,19,nathan for you
MOVIE,2013,88,7.2,122615.0,38.966,7.3,US,2,scifi,36,coherence
SHOW,2013,90,8.6,24610.0,80.444,8.2,GB,1,drama,119,endeavour
SHOW,2013,53,8.3,85387.0,36.596,7.5,US,1,drama,48,ray donovan
MOVIE,2013,116,7.0,648063.0,121.595,6.8,US,1,scifi,36,world war z
MOVIE,2013,104,7.4,151521.0,14.788,7.2,FR,3,drama,30,inside llewyn davis
MOVIE,2013,130,6.4,214330.0,64.562,6.2,US,1,crime,6,pain & gain
SHOW,2013,60,7.8,26382.0,18.709,7.2,GB,1,drama,119,the white queen
SHOW,2014,29,8.6,13641.0,11.717,8.4,GB,1,comedy,3,detectorists
SHOW,2014,58,8.2,25769.0,21.862,7.1,GB,1,crime,135,the missing
SHOW,2014,52,7.9,13458.0,28.897,7.6,GB,1,drama,119,grantchester
MOVIE,2013,132,7.7,479226.0,48.63,7.3,US,1,scifi,36,star trek into darkness
MOVIE,2013,104,6.5,126675.0,46.455,6.4,US,1,horror,21,oculus
MOVIE,2013,115,7.7,117147.0,8.992,7.4,US,1,action,43,nebraska
MOVIE,2013,100,5.9,138602.0,34.848,6.0,US,1,horror,21,carrie
SHOW,2013,51,8.4,45874.0,30.354,8.0,GB,1,scifi,74,utopia
SHOW,2014,59,7.9,44661.0,22.71,6.6,US,1,drama,48,the affair
SHOW,2013,47,7.8,8990.0,12.029,7.7,GB,1,thriller,170,the tunnel
SHOW,2013,43,7.6,19045.0,22.73,6.8,US,1,drama,48,the bridge
MOVIE,2013,90,6.4,70750.0,58.028,6.2,US,1,scifi,36,europa report
SHOW,2014,22,5.5,816.0,26.675,5.9,US,1,animation,78,blaze and the monster machines
MOVIE,2013,83,8.1,65607.0,11.66,7.9,US,1,documentation,95,blackfish
SHOW,2013,54,7.9,76149.0,35.862,7.5,US,1,drama,48,da vinci's demons
SHOW,2013,51,6.8,2803.0,20.83,7.4,CA,2,drama,63,rogue
MOVIE,2013,110,5.7,180403.0,30.599,5.6,US,1,thriller,5,g.i. joe: retaliation
MOVIE,2014,122,7.3,81496.0,14.922,7.3,IN,3,drama,13,the hundred-foot journey
SHOW,2013,59,7.7,2229.0,7.29,7.6,GB,1,drama,119,the village
MOVIE,2013,93,6.8,76726.0,15.66,6.7,IE,2,drama,47,what if
MOVIE,2013,88,6.1,204550.0,74.611,6.0,US,2,horror,21,hansel & gretel: witch hunters
SHOW,2014,56,7.8,22080.0,22.752,6.9,GB,1,action,71,the musketeers
MOVIE,2013,98,6.2,24440.0,17.566,5.8,US,1,comedy,10,fading gigolo
MOVIE,2013,80,7.4,57088.0,7.91,7.3,PL,4,drama,250,ida
SHOW,2014,54,7.4,11382.0,10.637,7.0,US,1,drama,48,hand of god
MOVIE,2013,78,6.1,405.0,2.269,6.2,AU,2,documentation,271,ukraine is not a brothel
MOVIE,2014,90,6.7,8990.0,8.09,6.6,US,1,crime,6,faults
MOVIE,2014,88,5.7,25442.0,9.35,5.4,US,1,horror,21,honeymoon
MOVIE,2013,92,6.5,94295.0,24.039,6.1,US,1,comedy,10,jackass presents: bad grandpa
MOVIE,2014,90,6.0,30676.0,20.948,6.4,US,1,thriller,5,the taking of deborah logan
SHOW,2013,44,8.4,255.0,4.532,8.0,GB,1,documentation,180,portrait artist of the year
MOVIE,2013,100,6.8,52520.0,65.928,6.9,US,1,thriller,5,odd thomas
SHOW,2014,57,7.7,4004.0,24.834,7.7,GB,1,war,200,our girl
MOVIE,2013,86,3.3,49174.0,15.047,3.9,US,1,fantasy,39,sharknado
MOVIE,2013,99,6.4,23353.0,10.126,6.5,GB,4,drama,69,anna
MOVIE,2014,95,5.5,678.0,4.051,5.4,US,2,romance,7,the silent mountain
MOVIE,2013,99,5.9,14275.0,22.148,5.9,US,1,thriller,5,phantom
SHOW,2013,92,8.5,29082.0,16.506,8.0,DE,1,drama,201,generation war
MOVIE,2014,90,5.1,952.0,7.233,5.5,GB,1,action,8,allies
SHOW,2013,45,5.8,27.0,27.427,6.6,GB,1,scifi,74,atlantis
MOVIE,2014,122,7.8,55432.0,9.666,7.8,FR,2,drama,30,pride
SHOW,2013,46,6.5,1400.0,11.121,6.7,FR,1,action,83,jo
SHOW,2014,44,7.1,6219.0,10.138,6.7,US,1,crime,64,gracepoint
SHOW,2013,42,7.9,27588.0,51.604,7.6,US,1,drama,48,the fosters
SHOW,2013,91,7.3,4126.0,8.197,6.8,GB,1,drama,119,the great train robbery
SHOW,2014,26,7.9,11488.0,11.05,7.5,US,1,comedy,19,red oaks
MOVIE,2013,118,5.7,11839.0,14.566,6.8,GB,1,drama,69,romeo & juliet
SHOW,2014,28,8.1,24412.0,12.112,7.6,US,1,comedy,19,mozart in the jungle
MOVIE,2013,118,5.0,858.0,3.581,5.4,LT,2,drama,-1,battle of westerplatte
SHOW,2013,53,6.6,1490.0,4.493,6.1,GB,1,drama,119,mayday
SHOW,2013,45,6.8,2333.0,8.912,6.5,GB,1,drama,119,spies of warsaw
MOVIE,2014,85,6.2,23370.0,11.268,6.5,CA,1,thriller,197,afflicted
SHOW,2014,47,7.2,1276.0,7.561,6.6,GB,1,reality,62,the island with bear grylls
SHOW,2014,57,8.1,331.0,1.565,7.2,GB,1,reality,62,big dreams small spaces
SHOW,2014,46,7.2,3194.0,7.003,6.9,GB,1,crime,135,prey
MOVIE,2014,114,6.9,47730.0,12.092,6.7,GB,4,drama,69,hector and the search for happiness
MOVIE,2014,100,6.9,24343.0,10.904,6.6,IS,4,horror,-1,dead snow 2: red vs. dead
SHOW,2014,29,7.8,22413.0,17.415,6.4,US,1,comedy,19,transparent
SHOW,2014,23,7.2,1098.0,15.948,6.2,US,1,comedy,19,odd squad
MOVIE,2014,89,5.7,18988.0,10.102,5.9,US,1,action,43,earth to echo
MOVIE,2014,84,5.7,22274.0,10.35,5.7,US,1,comedy,10,the angriest man in brooklyn
SHOW,2013,24,5.9,1928.0,21.631,7.2,CA,1,drama,63,the next step
MOVIE,2014,78,5.2,6.0,14.189,7.7,NL,1,drama,191,boys
MOVIE,2014,99,8.1,5680.0,6.136,7.9,US,1,action,43,valley uprising
MOVIE,2013,94,2.8,1002.0,5.435,3.2,US,1,action,43,scavengers
MOVIE,2014,92,6.3,77958.0,18.626,6.5,SE,3,thriller,286,before i go to sleep
MOVIE,2013,107,5.7,22200.0,12.56,6.1,ID,2,fantasy,-1,after the dark
MOVIE,2013,86,5.5,20465.0,5.989,5.7,US,1,horror,21,knights of badassdom
MOVIE,2013,85,4.4,1671.0,18.207,4.8,US,1,thriller,5,blood of redemption
MOVIE,2013,98,5.6,14665.0,8.481,5.4,US,1,comedy,10,the lifeguard
SHOW,2013,43,7.4,303.0,1.197,7.9,US,1,documentation,97,the killer speaks
MOVIE,2014,98,6.2,18826.0,10.73,6.0,GB,1,comedy,4,cuban fury
MOVIE,2013,95,5.7,10617.0,19.369,5.8,US,1,drama,0,afternoon delight
SHOW,2014,90,7.7,1319.0,2.43,6.0,AU,1,drama,50,inxs : never tear us apart
SHOW,2013,47,7.4,1091.0,6.687,6.8,GB,1,drama,119,the mill
MOVIE,2014,112,7.0,17436.0,11.642,6.7,CA,1,comedy,61,the grand seduction
SHOW,2013,27,7.5,4592.0,10.63,7.0,US,1,drama,48,alpha house
MOVIE,2014,115,7.1,13230.0,8.012,7.1,AT,2,drama,239,the dark valley
SHOW,2013,19,6.4,620.0,5.963,7.8,US,3,animation,78,the cat in the hat knows a lot about that!
MOVIE,2013,120,5.9,8230.0,9.809,5.7,NO,1,action,-1,ragnarok
MOVIE,2013,90,8.1,91.0,1.651,7.0,US,1,documentation,95,broadway musicals: a jewish legacy
MOVIE,2013,83,3.2,20383.0,0.957,4.2,US,1,comedy,10,the starving games
MOVIE,2014,111,7.1,28872.0,13.523,6.7,GB,1,drama,69,a brilliant young mind
MOVIE,2014,85,6.3,69275.0,14.684,6.4,US,1,romance,7,two night stand
SHOW,2013,35,6.8,1044.0,8.105,2.0,CA,1,scifi,33,xiaolin chronicles
SHOW,2013,43,7.5,56.0,39.204,8.4,KR,1,scifi,87,my love from another star
SHOW,2014,43,7.0,976.0,5.022,8.0,GB,1,drama,119,the smoke
SHOW,2013,45,7.4,844.0,3.372,5.6,GB,1,drama,119,wpc 56
MOVIE,2014,98,4.6,13491.0,60.951,5.0,CN,3,action,177,outcast
SHOW,2014,12,5.9,324.0,55.596,8.2,KR,1,animation,93,super wings!
MOVIE,2014,100,7.2,1635.0,3.057,6.9,US,1,documentation,95,no no: a dockumentary
SHOW,2013,47,7.0,5845.0,8.991,6.0,US,1,drama,48,low winter sun
MOVIE,2014,72,6.8,1313.0,3.903,6.5,US,1,scifi,36,the history of time travel
MOVIE,2014,63,7.8,1042.0,3.65,8.0,US,1,comedy,10,sebastian maniscalco: aren't you embarrassed?
MOVIE,2013,104,7.0,94.0,0.95,6.3,TW,1,comedy,-1,100 days
MOVIE,2013,106,5.6,36862.0,13.528,5.7,US,2,thriller,5,paranoia
MOVIE,2014,88,4.7,1359.0,3.52,5.4,US,1,thriller,5,the hunted
MOVIE,2013,122,6.6,12901.0,76.87,7.5,KR,1,drama,122,the flu
MOVIE,2014,86,4.0,19017.0,9.341,4.6,US,1,thriller,5,sharknado 2: the second one
