type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters,name
MOVIE,2020,102,2.9,8693.0,96.709,5.0,US,2,action,43,jiu jitsu
MOVIE,2020,83,7.2,27193.0,11.309,7.3,US,1,documentation,95,american murder: the family next door
SHOW,2020,80,8.1,9697.0,32.075,8.4,KR,1,drama,149,start-up
SHOW,2019,44,6.6,1172.0,42.611,8.2,BR,1,drama,221,sintonia
MOVIE,2019,106,6.7,9405.0,11.349,6.7,BE,3,fantasy,-1,atlantics
SHOW,2020,76,8.6,22346.0,50.095,8.6,KR,1,drama,149,it's okay to not be okay
SHOW,2019,75,7.7,3826.0,14.707,7.933,KR,1,comedy,84,her private life
MOVIE,2019,99,5.2,23987.0,22.933,6.0,US,1,scifi,36,rim of the world
SHOW,2020,51,8.6,5310.0,2.329,8.0,US,1,comedy,19,middleditch & schwartz
MOVIE,2020,115,5.7,10378.0,13.281,6.0,US,1,thriller,5,the vanished
MOVIE,2020,100,6.2,3801.0,16.578,7.7,US,1,drama,0,2 hearts
SHOW,2019,17,7.1,16027.0,19.49,7.4,US,1,drama,48,bonding
MOVIE,2019,90,6.5,15685.0,17.407,6.8,GB,1,action,8,avengement
MOVIE,2019,87,6.8,13485.0,16.792,6.93,GB,2,family,264,a shaun the sheep movie: farmageddon
SHOW,2019,59,7.8,27439.0,14.137,7.6,US,1,documentation,97,conversations with a killer: the ted bundy tapes
MOVIE,2020,99,6.6,2422.0,7.7,6.8,US,1,documentation,95,the edge of all we know
MOVIE,2019,142,7.6,6730.0,9.859,7.2,US,1,documentation,95,rolling thunder revue: a bob dylan story by martin scorsese
MOVIE,2019,110,7.4,21694.0,12.978,7.2,US,1,documentation,95,american factory
SHOW,2020,52,7.1,7354.0,10.282,6.9,US,1,crime,64,fear city: new york vs the mafia
SHOW,2019,53,7.9,10892.0,6.426,7.5,US,1,documentation,97,inside bill's brain: decoding bill gates
MOVIE,2020,128,5.9,10368.0,10.195,6.1,BR,4,thriller,251,wasp network
MOVIE,2019,96,8.1,143737.0,20.85,8.3,ES,1,fantasy,213,klaus
SHOW,2020,64,8.1,6033.0,28.255,8.8,KR,1,drama,149,the uncanny counter
SHOW,2020,23,7.9,4902.0,13.641,7.6,JP,1,drama,37,great pretender
MOVIE,2020,97,4.7,14759.0,72.986,6.2,US,1,fantasy,39,we can be heroes
MOVIE,2020,108,6.5,28355.0,81.765,7.7,US,1,romance,7,all the bright places
MOVIE,2020,86,6.7,5448.0,8.213,6.6,US,1,documentation,95,the last blockbuster
MOVIE,2019,114,7.1,22838.0,15.376,6.9,US,1,documentation,95,the great hack
SHOW,2020,32,7.3,4270.0,8.545,8.1,US,1,comedy,19,the baker and the beauty
SHOW,2019,42,6.0,13745.0,19.7,7.7,US,1,scifi,22,v wars
SHOW,2020,42,7.4,7912.0,13.282,7.6,US,1,documentation,97,high score
MOVIE,2020,131,6.7,6747.0,61.796,6.9,KR,1,thriller,104,night in paradise
MOVIE,2020,128,7.1,2567.0,3.49,6.8,IN,1,drama,13,the disciple
SHOW,2019,22,7.6,9434.0,6.88,6.7,US,1,comedy,19,special
SHOW,2019,31,7.9,2760.0,4.101,7.9,US,1,documentation,97,street food
SHOW,2020,68,7.2,213.0,4.131,7.0,KR,1,comedy,84,oh my baby
MOVIE,2020,121,6.8,15376.0,11.082,6.8,US,1,drama,0,the boys in the band
MOVIE,2020,85,7.4,19482.0,16.672,7.9,US,1,music,103,miss americana
SHOW,2019,42,6.8,7359.0,20.911,7.0,ES,1,crime,228,high seas
SHOW,2019,44,6.4,8455.0,13.586,6.8,US,1,drama,48,chambers
MOVIE,2020,123,7.2,5003.0,11.646,6.9,US,1,comedy,10,the forty-year-old version
SHOW,2020,47,5.9,7468.0,8.039,7.1,GB,1,action,71,the letter for the king
MOVIE,2020,100,7.1,1960.0,8.723,7.1,US,2,documentation,95,audrey
SHOW,2019,46,7.6,13370.0,6.571,7.2,US,2,crime,64,the devil next door
MOVIE,2020,100,6.8,5649.0,6.1,6.4,IE,2,crime,-1,calm with horses
MOVIE,2020,113,4.7,8139.0,92.324,5.6,FR,3,scifi,204,skylines
SHOW,2020,55,6.6,16768.0,14.393,6.8,GB,1,drama,119,white lines
MOVIE,2019,93,4.7,10005.0,10.168,5.3,US,1,horror,21,girl on the third floor
SHOW,2020,49,7.6,14066.0,14.067,8.1,US,1,drama,48,spinning out
SHOW,2019,56,7.4,7930.0,10.445,7.5,US,1,drama,48,tales of the city
SHOW,2020,53,7.5,9327.0,8.085,6.8,AU,1,drama,50,stateless
SHOW,2019,22,6.5,602.0,1.802,9.7,ES,1,action,265,power rangers beast morphers
MOVIE,2019,110,5.7,3823.0,8.037,6.9,GB,2,drama,69,vita & virginia
MOVIE,2020,37,6.4,80.0,4.5,8.0,US,1,comedy,10,captain underpants: epic choice-o-rama
SHOW,2020,25,7.2,2440.0,14.208,7.86,JP,1,action,34,darwin's game
MOVIE,2019,93,5.8,38796.0,51.174,6.5,US,1,romance,7,the perfect date
SHOW,2019,42,5.7,3041.0,8.783,5.9,FR,1,drama,143,osmosis
SHOW,2019,40,6.6,3568.0,4.47,6.8,US,1,reality,32,tidying up with marie kondo
MOVIE,2020,100,5.5,20412.0,10.708,5.66,GB,2,comedy,4,love wedding repeat
MOVIE,2020,107,8.2,5421.0,13.019,8.2,US,1,documentation,95,disclosure
MOVIE,2019,109,6.5,2331.0,4.842,6.2,US,1,drama,0,framing john delorean
MOVIE,2020,83,6.0,8782.0,7.679,6.2,CA,1,thriller,197,the decline
MOVIE,2019,88,6.8,1062.0,4.824,6.6,US,1,music,103,patsy & loretta
MOVIE,2020,87,4.3,8290.0,35.418,5.4,US,1,horror,21,what lies below
MOVIE,2020,103,5.6,10399.0,9.88,6.5,US,1,action,43,the sleepover
SHOW,2020,38,6.9,4505.0,45.91,7.5,US,1,drama,48,selena: the series
MOVIE,2019,157,7.8,2207.0,1.418,6.9,IN,1,drama,13,magamuni
SHOW,2019,13,6.7,194.0,7.24,7.4,US,1,animation,78,lego city adventures
SHOW,2020,25,7.5,16978.0,16.738,8.2,US,1,drama,48,dash & lily
MOVIE,2019,67,8.1,10979.0,6.16,7.3,GB,2,comedy,4,bill burr: paper tiger
SHOW,2019,25,7.9,5744.0,16.916,8.1,US,1,animation,78,carmen sandiego
SHOW,2019,61,6.5,7526.0,23.996,7.7,ES,1,drama,139,toy boy
MOVIE,2020,118,6.2,9698.0,11.893,6.7,JO,4,drama,-1,sergio
MOVIE,2019,107,7.1,2666.0,1.422,6.8,IN,1,drama,13,the lift boy
MOVIE,2020,96,7.0,4230.0,4.929,7.0,CA,1,documentation,18,made you look: a true story about fake art
SHOW,2019,63,8.2,7982.0,29.264,8.475,KR,1,drama,149,vagabond
MOVIE,2020,101,5.3,6892.0,11.418,5.817,FR,1,horror,165,the swarm
MOVIE,2020,104,6.7,9818.0,64.583,8.0,JP,1,fantasy,89,a whisker away
MOVIE,2020,113,6.5,3232.0,8.184,7.2,PT,2,drama,-1,fatima
MOVIE,2019,65,8.4,26075.0,7.885,7.646,US,1,comedy,10,dave chappelle: sticks & stones
SHOW,2020,20,7.9,6318.0,4.316,7.5,AU,1,comedy,81,aunty donna's big ol house of fun
SHOW,2020,48,8.2,18134.0,12.662,7.3,SE,1,drama,220,caliphate
SHOW,2020,24,8.2,1475.0,7.437,8.6,CN,2,scifi,225,heaven official's blessing
MOVIE,2019,85,7.6,14466.0,6.542,7.5,GB,1,thriller,70,tell me who i am
MOVIE,2020,111,6.3,8660.0,8.139,6.2,US,2,western,9,concrete cowboy
MOVIE,2019,101,7.2,6588.0,14.209,7.5,ES,1,comedy,223,"live twice, love once"
SHOW,2019,20,6.9,598.0,1.4,7.2,US,1,comedy,19,astronomy club: the sketch show
MOVIE,2020,104,6.4,5588.0,8.757,6.1,US,1,drama,0,uncorked
SHOW,2020,52,7.4,6723.0,9.697,8.0,US,1,drama,48,grand army
SHOW,2020,50,7.3,3646.0,4.72,8.0,US,1,reality,32,next in fashion
SHOW,2019,22,6.6,1196.0,5.056,6.5,KR,1,drama,149,persona
SHOW,2020,67,7.4,16934.0,7.173,7.4,US,1,documentation,97,killer inside: the mind of aaron hernandez
MOVIE,2019,91,6.0,6274.0,9.696,6.6,GB,2,comedy,4,poms
MOVIE,2020,71,5.5,474.0,79.617,7.3,US,1,animation,72,barbie: princess adventure
MOVIE,2020,102,4.9,11603.0,91.502,5.0,PL,1,horror,-1,nobody sleeps in the woods tonight
MOVIE,2020,82,7.5,835.0,2.638,7.2,US,2,documentation,95,the reason i jump
MOVIE,2020,140,8.3,6099.0,19.795,8.5,JP,1,fantasy,89,violet evergarden: the movie
SHOW,2019,86,7.4,287.0,0.699,10.0,US,1,documentation,97,garth brooks: the road i'm on
SHOW,2020,42,6.8,9577.0,11.461,7.5,DE,1,drama,201,biohackers
SHOW,2019,40,4.6,16918.0,16.064,5.66,US,1,drama,48,the i-land
MOVIE,2019,60,7.3,1049.0,2.53,7.1,US,1,comedy,10,jo koy: comin’ in hot
SHOW,2019,22,8.0,5312.0,9.751,7.8,US,1,documentation,97,"the mind, explained"
MOVIE,2019,120,5.7,6250.0,18.028,5.7,IL,4,thriller,-1,the operative
SHOW,2019,24,7.8,2038.0,9.913,7.4,JP,1,scifi,40,carole & tuesday
SHOW,2019,80,8.3,4351.0,16.156,8.114,KR,1,drama,149,arthdal chronicles
SHOW,2019,28,8.1,2631.0,13.878,8.6,US,1,animation,78,green eggs and ham
SHOW,2020,45,7.8,6927.0,14.707,7.1,US,1,documentation,97,challenger: the final flight
MOVIE,2019,86,5.2,10725.0,7.583,5.6,US,1,scifi,36,see you yesterday
MOVIE,2020,92,6.3,18662.0,22.543,7.1,CA,1,comedy,61,the willoughbys
SHOW,2020,44,7.2,3446.0,4.465,7.4,US,1,crime,64,unabomber: in his own words
SHOW,2020,25,7.4,776.0,1.366,8.0,US,1,documentation,97,song exploder
SHOW,2019,24,5.9,314.0,10.237,7.0,US,1,action,38,dragons: rescue riders
MOVIE,2019,95,5.7,24755.0,17.405,5.82,US,2,action,43,close
SHOW,2020,51,6.2,739.0,7.036,7.0,TW,2,drama,107,the ghost bride
MOVIE,2019,95,8.0,2096.0,9.886,8.2,US,4,documentation,95,the silence of others
MOVIE,2020,96,3.4,30338.0,10.271,5.3,FR,1,drama,30,cuties
MOVIE,2019,92,5.6,5045.0,16.345,5.6,FR,1,comedy,183,an easy girl
MOVIE,2019,60,7.6,1835.0,2.578,7.5,US,1,comedy,10,nate bargatze: the tennessee kid
MOVIE,2020,101,5.8,38684.0,83.924,6.4,US,1,comedy,10,the babysitter: killer queen
SHOW,2019,25,6.3,1420.0,32.402,8.0,JP,1,scifi,40,7seeds
SHOW,2019,29,7.1,6857.0,7.974,7.7,US,1,comedy,19,mr. iglesias
SHOW,2020,27,8.4,1118.0,8.164,8.5,PH,1,drama,-1,gameboys
SHOW,2020,49,7.5,6128.0,19.173,7.1,US,1,action,38,the liberator
MOVIE,2019,101,5.2,23452.0,25.358,6.4,US,1,comedy,10,tall girl
MOVIE,2020,86,5.1,9860.0,39.028,5.6,FI,2,thriller,-1,cadaver
SHOW,2020,27,7.3,3966.0,29.598,8.0,US,1,comedy,19,the baby-sitters club
SHOW,2019,43,7.0,21802.0,16.327,7.7,TR,1,thriller,-1,the gift
SHOW,2019,23,5.2,2728.0,15.251,7.3,US,1,reality,32,prank encounters
MOVIE,2019,93,5.8,21828.0,14.599,6.101,US,1,romance,7,let it snow
SHOW,2019,26,7.0,10725.0,17.648,8.089,US,1,drama,48,trinkets
MOVIE,2020,104,6.1,63070.0,13.344,7.1,US,1,romance,7,holidate
MOVIE,2020,89,5.5,8368.0,9.633,7.0,US,1,drama,0,sightless
MOVIE,2020,116,4.3,15238.0,12.128,4.9,GB,2,thriller,70,the last thing he wanted
MOVIE,2019,91,7.5,1732.0,4.222,7.5,GB,1,music,246,zz top: that little ol' band from texas
SHOW,2020,29,6.1,4546.0,20.607,6.8,JP,1,drama,37,ju-on: origins
SHOW,2019,66,7.6,2107.0,4.747,7.3,US,1,drama,48,dolly parton's heartstrings
SHOW,2020,41,6.1,10961.0,8.382,6.8,US,1,horror,-1,october faction
SHOW,2019,45,6.5,1638.0,14.23,6.6,ES,1,crime,228,hache
MOVIE,2019,176,8.4,13680.0,7.084,7.8,IN,1,comedy,58,super deluxe
MOVIE,2019,118,7.8,12874.0,10.356,7.7,DE,1,drama,42,system crasher
MOVIE,2020,80,6.9,5376.0,8.317,6.4,US,1,comedy,10,unbreakable kimmy schmidt: kimmy vs. the reverend
SHOW,2020,24,5.9,4203.0,9.85,6.7,US,1,comedy,19,medical police
SHOW,2020,73,7.8,109.0,15.464,8.0,KR,1,drama,149,my unfamiliar family
SHOW,2020,41,5.6,560.0,6.19,7.1,AR,1,crime,266,puerta 7
SHOW,2019,35,7.2,1358.0,13.206,8.4,US,1,animation,78,the last kids on earth
MOVIE,2019,66,5.8,1291.0,3.462,5.9,US,1,comedy,10,jenny slate: stage fright
SHOW,2020,53,6.8,3506.0,21.052,7.1,ES,1,scifi,-1,the barrier
SHOW,2020,41,6.5,5701.0,24.53,7.5,ES,1,comedy,182,valeria
MOVIE,2019,100,5.4,5818.0,20.588,6.0,US,1,crime,6,lying and stealing
MOVIE,2019,112,7.3,7918.0,17.342,7.7,MX,2,drama,154,i'm no longer here
MOVIE,2019,110,6.5,2850.0,17.945,7.2,JP,1,thriller,267,children of the sea
SHOW,2019,50,7.6,4560.0,10.26,7.4,FR,1,drama,143,the bonfire of destiny
MOVIE,2020,89,7.4,238.0,1.777,6.8,US,1,documentation,95,9to5: the story of a movement
SHOW,2020,30,7.3,2697.0,3.205,7.8,US,1,comedy,19,gentefied
MOVIE,2020,102,6.0,37471.0,38.468,6.898,US,1,romance,7,to all the boys: p.s. i still love you
SHOW,2020,70,8.0,2073.0,7.735,8.286,KR,1,drama,149,mystic pop-up bar
SHOW,2020,24,7.2,2605.0,18.263,8.4,JP,1,scifi,40,bna
MOVIE,2020,103,5.2,48575.0,18.454,6.0,US,1,horror,21,hubie halloween
SHOW,2019,74,8.1,1274.0,7.252,8.4,KR,1,thriller,173,designated survivor: 60 days
MOVIE,2020,86,5.6,9815.0,11.147,5.9,US,1,comedy,10,vampires vs. the bronx
SHOW,2020,62,7.1,3172.0,2.792,7.3,US,1,crime,64,trial by media
SHOW,2019,24,6.6,1200.0,4.263,6.4,US,3,scifi,22,cannon busters
MOVIE,2019,104,6.2,10749.0,9.345,6.2,PL,1,thriller,-1,the coldest game
MOVIE,2019,64,7.2,3605.0,4.278,7.0,US,1,comedy,10,anthony jeselnik: fire in the maternity ward
SHOW,2020,45,7.5,3673.0,13.922,7.4,BR,1,crime,-1,"good morning, verônica"
SHOW,2020,51,7.4,8129.0,10.486,7.7,US,1,comedy,19,aj and the queen
SHOW,2020,44,7.8,1006.0,3.433,7.9,US,1,documentation,97,chef's table: bbq
SHOW,2019,13,6.4,173.0,10.686,7.0,FR,2,animation,51,gigantosaurus
SHOW,2020,6,5.8,141.0,2.632,9.8,US,1,comedy,19,rainbow high
SHOW,2019,27,7.0,7431.0,5.235,7.2,GB,1,comedy,3,turn up charlie
MOVIE,2020,97,4.7,3439.0,7.135,5.6,US,1,comedy,10,the stand in
MOVIE,2019,107,5.9,14519.0,10.326,5.9,GB,2,romance,259,earthquake bird
MOVIE,2019,98,5.6,19559.0,19.061,6.529,US,1,romance,7,falling inn love
MOVIE,2019,96,5.8,5678.0,6.608,5.7,IN,2,thriller,57,the wedding guest
MOVIE,2019,116,7.4,1771.0,4.877,7.4,US,1,documentation,95,miles davis: birth of the cool
SHOW,2019,33,7.4,4051.0,12.624,7.3,FR,1,comedy,54,family business
SHOW,2020,58,7.1,2926.0,8.046,6.6,FR,2,drama,143,the eddy
SHOW,2019,32,6.4,2020.0,1.443,6.2,US,1,documentation,97,kevin hart: don't f**k this up
MOVIE,2020,75,6.5,6127.0,81.179,6.5,JP,1,scifi,25,altered carbon: resleeved
MOVIE,2020,85,6.8,7707.0,12.231,6.9,US,1,documentation,95,have a good trip: adventures in psychedelics
SHOW,2020,45,6.7,9053.0,27.981,6.916,ES,1,crime,228,the mess you leave behind
SHOW,2019,62,7.6,581.0,1.923,6.6,AR,1,history,-1,"nisman. the prosecutor, the president and the spy"
SHOW,2020,46,7.5,14206.0,14.642,8.1,TR,1,drama,178,love 101
MOVIE,2019,71,7.4,5796.0,10.288,7.6,US,1,drama,0,invader zim: enter the florpus
MOVIE,2020,134,6.8,5124.0,5.848,6.6,IN,1,crime,16,forensic
SHOW,2019,48,7.4,8984.0,4.44,7.3,US,1,crime,64,the confession killer
SHOW,2019,39,9.1,69316.0,9.584,8.3,IN,1,drama,150,kota factory
MOVIE,2019,123,6.5,1838.0,3.501,6.5,JP,1,comedy,46,the fable
MOVIE,2019,89,3.0,1123.0,17.294,6.6,US,1,comedy,10,how high 2
MOVIE,2019,90,7.4,4692.0,21.408,8.2,JP,1,family,-1,violet evergarden: eternity and the auto memories doll
SHOW,2020,48,8.6,2311.0,6.268,6.8,US,1,documentation,97,lenox hill
MOVIE,2020,105,6.9,10013.0,100.742,7.479,FR,1,crime,268,the stronghold
SHOW,2020,27,5.6,1101.0,8.584,7.6,US,1,reality,32,dream home makeover
SHOW,2019,61,7.1,2127.0,7.573,7.4,ES,1,documentation,269,the alcàsser murders
MOVIE,2020,86,6.7,2311.0,3.365,7.3,US,3,documentation,95,coded bias
MOVIE,2019,114,6.4,3747.0,8.158,6.5,US,7,drama,0,the kindness of strangers
SHOW,2019,55,6.6,10691.0,6.571,6.8,GB,1,crime,135,the disappearance of madeleine mccann
SHOW,2020,44,7.5,1724.0,4.812,8.2,US,1,documentation,97,connected
SHOW,2019,19,8.1,804.0,7.564,8.8,AU,1,comedy,81,the inbestigators
MOVIE,2020,116,6.5,2296.0,15.377,6.9,AU,1,drama,127,i am woman
MOVIE,2020,97,5.8,2723.0,12.91,7.1,BE,2,animation,270,bigfoot family
MOVIE,2020,95,4.4,6176.0,36.207,5.0,US,2,horror,21,death of me
SHOW,2020,46,6.7,1834.0,4.268,7.3,IL,1,crime,-1,black space
SHOW,2019,54,6.4,1420.0,3.167,6.9,GB,1,reality,62,interior design masters
SHOW,2019,29,5.9,2920.0,11.386,7.1,US,1,comedy,19,no good nick
MOVIE,2020,92,6.3,9479.0,12.144,6.7,BE,2,thriller,238,lost bullet
SHOW,2020,22,6.8,4100.0,7.172,7.0,GB,1,documentation,180,history 101
MOVIE,2019,105,7.1,1713.0,4.692,6.2,US,1,history,175,screwball
MOVIE,2020,91,6.6,3589.0,6.618,6.9,US,1,drama,0,tigertail
MOVIE,2020,120,5.8,15341.0,13.235,7.091,US,1,thriller,5,a fall from grace
MOVIE,2020,94,5.5,9953.0,37.368,6.0,GB,1,war,2,ghosts of war
MOVIE,2019,87,5.4,1031.0,4.634,5.9,US,1,romance,7,under the eiffel tower
SHOW,2019,25,7.5,2983.0,12.449,7.3,CA,1,animation,41,trailer park boys: the animated series
SHOW,2020,42,7.3,2561.0,22.871,7.3,CO,1,crime,123,the great heist
MOVIE,2020,95,4.4,2875.0,6.446,4.6,US,1,comedy,10,friendsgiving
MOVIE,2020,60,6.7,5128.0,4.296,6.2,US,1,comedy,10,jerry seinfeld: 23 hours to kill
MOVIE,2019,59,7.2,1621.0,3.234,6.8,US,1,comedy,10,michelle wolf: joke show
MOVIE,2020,71,6.8,38522.0,10.954,6.6,GB,2,comedy,4,death to 2020
MOVIE,2020,95,6.5,698.0,2.528,6.1,PH,2,drama,117,lingua franca
SHOW,2020,30,7.4,765.0,3.051,7.1,ES,1,documentation,269,the least expected day: inside the movistar team 2019
MOVIE,2019,130,8.2,33033.0,6.181,7.7,IN,1,crime,16,article 15
MOVIE,2020,94,6.8,14170.0,13.394,6.7,IT,2,drama,211,the life ahead
MOVIE,2020,105,5.2,10269.0,8.691,6.1,US,1,comedy,10,desperados
SHOW,2020,53,7.6,2511.0,24.845,8.6,KR,1,drama,149,my holo love
SHOW,2020,29,5.7,4389.0,7.928,6.9,NL,1,thriller,-1,ares
SHOW,2019,63,8.0,5278.0,15.982,8.076,KR,1,drama,149,romance is a bonus book
SHOW,2019,44,5.7,701.0,7.873,8.2,BR,1,thriller,-1,the chosen one
MOVIE,2020,86,7.4,2179.0,5.378,7.3,US,1,comedy,10,dave chappelle: the kennedy center mark twain prize
MOVIE,2020,89,6.8,6349.0,9.982,7.5,US,1,documentation,95,becoming
SHOW,2019,29,7.7,13794.0,8.298,7.3,NO,1,comedy,-1,home for christmas
MOVIE,2019,65,7.0,1324.0,2.991,6.4,US,1,comedy,10,sebastian maniscalco: stay hungry
MOVIE,2020,46,5.2,160.0,18.41,5.8,US,1,animation,72,captain underpants: mega blissmas
SHOW,2019,35,8.5,19158.0,11.392,8.2,IN,1,drama,150,delhi crime
SHOW,2019,27,6.5,512.0,13.06,7.0,US,1,family,24,pup academy
SHOW,2020,9,5.7,931.0,0.6,10.0,KR,1,thriller,173,the possessed
SHOW,2019,24,5.7,1467.0,57.899,6.946,US,1,family,24,fast & furious spy racers
SHOW,2019,178,7.6,524.0,2.626,8.7,MX,1,documentation,-1,1994
MOVIE,2019,132,8.2,47771.0,65.548,8.3,TR,1,drama,128,miracle in cell no. 7
SHOW,2020,93,8.8,5099.0,27.612,8.983,KR,1,drama,149,hospital playlist
SHOW,2020,34,7.4,1395.0,8.281,6.8,US,1,documentation,97,the playbook
MOVIE,2020,103,6.4,17289.0,8.774,6.3,ES,1,thriller,222,the occupant
SHOW,2020,37,5.7,4055.0,3.447,6.4,US,1,documentation,97,100 humans: life's questions. answered.
SHOW,2020,26,6.4,2992.0,11.82,7.3,JP,1,action,34,japan sinks: 2020
SHOW,2020,49,7.1,9461.0,4.87,6.9,GB,1,documentation,180,the ripper
SHOW,2019,50,7.6,1711.0,3.109,7.6,BR,1,documentation,231,killer ratings
MOVIE,2019,90,7.2,1830.0,5.845,6.8,US,1,comedy,10,gabriel iglesias: one show fits all
MOVIE,2019,63,6.1,1669.0,4.226,6.6,US,1,comedy,10,nikki glaser: bangin'
SHOW,2020,49,6.3,512.0,4.759,7.9,TW,1,drama,107,detention
SHOW,2020,43,5.9,1240.0,2.243,7.5,ZA,1,thriller,-1,queen sono
MOVIE,2019,143,7.5,8664.0,6.395,7.8,IN,1,family,31,the sky is pink
SHOW,2020,44,6.5,3596.0,12.757,6.8,GB,1,documentation,180,alien worlds
SHOW,2020,45,7.9,22274.0,14.297,7.2,TR,1,drama,178,rise of empires: ottoman
SHOW,2019,8,7.6,1766.0,1.065,7.4,GB,1,documentation,180,losers
MOVIE,2020,57,7.4,3482.0,43.094,7.5,ES,1,documentation,157,money heist: the phenomenon
MOVIE,2020,93,5.4,5809.0,11.865,5.7,DE,1,fantasy,235,freaks – you're one of us
SHOW,2019,34,7.4,623.0,3.315,8.3,US,1,documentation,97,basketball or nothing
SHOW,2020,53,7.0,3298.0,4.32,7.4,US,1,documentation,97,how to fix a drug scandal
SHOW,2020,19,6.4,466.0,7.534,5.8,US,1,reality,32,deaf u
SHOW,2019,26,6.4,4542.0,4.855,6.6,US,1,comedy,19,merry happy whatever
SHOW,2019,49,6.2,2687.0,8.768,6.0,DE,1,drama,201,we are the wave
SHOW,2019,12,8.2,1616.0,8.237,7.4,JP,1,animation,35,rilakkuma and kaoru
MOVIE,2020,135,6.3,5621.0,14.681,7.2,KR,1,thriller,104,time to hunt
SHOW,2019,52,6.8,5534.0,106.624,8.5,KR,1,scifi,87,love alarm
SHOW,2019,26,7.7,2024.0,3.534,7.6,BR,1,comedy,244,nobody's looking
SHOW,2020,22,6.9,3215.0,63.817,6.6,US,1,documentation,97,"sex, explained"
MOVIE,2019,94,5.7,1133.0,4.298,6.4,US,1,comedy,10,almost love
SHOW,2019,29,6.5,2152.0,11.332,6.5,ES,1,comedy,182,the neighbor
SHOW,2020,32,7.1,1415.0,8.238,6.3,US,1,documentation,97,we are the champions
MOVIE,2019,93,5.2,4181.0,17.605,6.9,BG,2,thriller,-1,we die young
MOVIE,2020,55,5.4,469.0,3.871,5.6,US,1,comedy,10,jo koy: in his elements
MOVIE,2020,149,3.7,11465.0,9.916,6.7,US,1,action,43,the last days of american crime
MOVIE,2020,61,7.4,3791.0,4.627,7.266,US,1,comedy,10,taylor tomlinson: quarter-life crisis
SHOW,2019,60,7.4,2952.0,3.312,7.6,FR,1,documentation,102,who killed little gregory?
SHOW,2020,21,2.4,149.0,1.727,2.8,FR,1,reality,-1,until dawn
SHOW,2019,36,6.5,3179.0,3.871,6.2,US,1,comedy,19,lunatics
SHOW,2019,47,7.2,1616.0,15.604,7.6,AR,1,crime,266,apache: the life of carlos tevez
SHOW,2020,40,5.7,1289.0,14.702,7.5,FR,1,scifi,-1,vampires
SHOW,2020,27,7.2,6319.0,4.971,7.6,IN,1,drama,150,jamtara – sabka number ayega
SHOW,2019,55,7.9,2459.0,9.96,8.4,KR,1,drama,149,when the camellia blooms
MOVIE,2019,107,7.7,1608.0,3.416,7.2,US,1,documentation,95,human nature
SHOW,2020,73,7.2,2381.0,16.785,8.3,KR,1,drama,149,record of youth
SHOW,2019,27,6.3,1208.0,5.019,5.5,US,1,reality,32,dating around
SHOW,2019,51,6.8,437.0,7.492,7.7,ES,1,drama,139,les de l'hoquei
MOVIE,2019,90,4.1,967.0,6.37,4.5,US,1,comedy,10,benchwarmers 2: breaking balls
MOVIE,2019,85,6.1,15216.0,12.279,6.5,US,1,romance,7,holiday in the wild
SHOW,2020,47,7.3,11711.0,10.598,7.5,US,1,drama,48,self made: inspired by the life of madam c.j. walker
SHOW,2020,41,7.0,961.0,4.113,6.7,DE,1,drama,201,the last word
MOVIE,2020,122,6.4,18374.0,28.329,6.65,US,1,fantasy,39,jingle jangle: a christmas journey
SHOW,2019,24,6.5,968.0,8.926,7.6,AU,1,scifi,76,the unlisted
MOVIE,2019,92,7.1,4624.0,7.515,6.9,US,1,documentation,95,circus of books
SHOW,2020,56,5.9,9252.0,23.608,7.692,US,1,thriller,136,tiny pretty things
MOVIE,2020,96,5.3,16943.0,11.808,6.4,US,1,thriller,5,dangerous lies
MOVIE,2019,148,7.2,6400.0,10.223,7.0,ES,2,drama,56,the endless trench
MOVIE,2019,76,7.7,1552.0,4.84,7.1,US,1,documentation,95,brené brown: the call to courage
MOVIE,2020,118,7.2,5938.0,9.885,8.2,TW,1,drama,229,your name engraved herein
MOVIE,2020,99,6.8,4386.0,10.872,7.9,BR,2,drama,153,dance of the forty one
MOVIE,2020,64,1.6,370.0,8.374,8.2,IT,1,comedy,192,me against you: mr. s's vendetta
SHOW,2020,43,6.0,2732.0,54.788,6.9,IT,1,drama,216,summertime
MOVIE,2019,106,5.6,3967.0,19.139,6.6,US,1,action,43,inside man: most wanted
SHOW,2020,45,5.9,2996.0,17.252,7.7,IT,1,drama,216,luna nera
SHOW,2019,38,6.2,2474.0,18.361,7.1,CO,1,scifi,-1,always a witch
SHOW,2019,10,5.2,83.0,0.832,10.0,NL,2,animation,-1,morphle
MOVIE,2020,70,7.3,2967.0,4.265,6.8,US,1,comedy,10,tom segura: ball hog
MOVIE,2019,97,4.4,21578.0,18.658,5.5,US,1,drama,0,secret obsession
SHOW,2019,24,6.0,627.0,10.92,7.0,JP,1,animation,35,ultramarine magmell
SHOW,2019,44,7.8,3264.0,31.761,7.6,MX,1,drama,113,monarca
SHOW,2019,36,6.3,1055.0,7.419,7.4,US,1,documentation,97,exhibit a
SHOW,2019,44,6.7,1066.0,1.067,8.0,US,1,documentation,97,"breakfast, lunch & dinner"
MOVIE,2019,108,6.6,1146.0,6.234,7.0,AU,1,documentation,271,iron fists and kung fu kicks
